transaction_id,user_id,receiver_id,receiver_type,amount,timestamp,date,hour_of_day,day_of_week,is_weekend,is_night_transaction,time_since_last_txn_min,transaction_type,payment_app,device_type,status,user_city_tier,user_kyc_status,user_avg_monthly_txn,user_avg_txn_value,user_loyalty_score,new_device_flag,ip_location_mismatch,failed_attempts_last_24h,transaction_velocity,amount_deviation_score,is_fraud,recurring_payment_flag,balance_after_transaction,transaction_frequency_score
TXN0001632,USR00094,MRC0289,Merchant,911.22,2024-07-30 20:23:04,2024-07-30,20,Tuesday,0,0,-113928.33,Recharge,Amazon Pay,Android,Success,Tier 3,Verified,18,282.36,0.297,0,0,1,3.0,2.2272,0,0,39743.09,0.36
TXN0004267,USR01700,MRC0136,Merchant,283.63,2024-07-30 20:27:54,2024-07-30,20,Tuesday,0,0,,P2M,Paytm,Android,Success,Tier 2,Verified,28,816.94,0.195,0,1,0,0.0,0.6528,0,0,8399.25,0.56
TXN0005427,USR01744,USR00196,User,910.51,2024-07-30 20:36:05,2024-07-30,20,Tuesday,0,0,253225.63,P2P,PhonePe,iOS,Success,Tier 1,Verified,61,857.34,0.598,1,0,1,0.0,0.062,0,0,37729.58,1.0
TXN0019075,USR00049,MRC0104,Merchant,706.94,2024-07-30 20:48:43,2024-07-30,20,Tuesday,0,0,199413.67,EMI,WhatsApp Pay,iOS,Success,Tier 1,Verified,38,962.75,0.626,0,0,2,0.0,0.2657,0,1,19775.94,0.76
TXN0000065,USR01628,USR01001,User,1799.33,2024-07-30 21:15:20,2024-07-30,21,Tuesday,0,0,,P2P,PhonePe,iOS,Success,Tier 1,Not Verified,52,523.14,0.274,0,0,0,0.0,2.4395,0,0,44607.18,1.0
TXN0015092,USR01383,MRC0121,Merchant,615.78,2024-07-30 21:30:28,2024-07-30,21,Tuesday,0,0,-212755.25,P2M,GPay,Android,Success,Tier 2,Verified,18,604.38,0.523,0,0,0,0.0,0.0189,0,0,72494.74,0.36
TXN0018927,USR01991,MRC0028,Merchant,361.53,2024-07-30 22:22:33,2024-07-30,22,Tuesday,0,1,1276.27,Recharge,GPay,Android,Success,Tier 1,Verified,66,461.43,0.405,0,0,0,0.0,0.2165,0,0,44379.41,1.0
TXN0016736,USR00285,MRC0308,Merchant,260.07,2024-07-30 23:32:33,2024-07-30,23,Tuesday,0,1,52554.88,Bill Payment,GPay,Android,Success,Tier 1,Verified,36,251.5,0.697,0,0,2,0.0,0.0341,0,1,78480.99,0.72
TXN0000804,USR00772,MRC0136,Merchant,194.53,2024-07-31 00:17:48,2024-07-31,0,Wednesday,0,1,,P2M,Amazon Pay,Android,Success,Tier 3,Verified,19,171.72,0.697,0,0,0,2.0,0.1328,0,0,46750.68,0.38
TXN0000347,USR01002,MRC0161,Merchant,399.32,2024-07-31 00:18:51,2024-07-31,0,Wednesday,0,1,,P2M,PhonePe,Web,Failed,Tier 2,Verified,31,527.98,0.769,0,0,0,0.0,0.2437,0,0,37463.11,0.62
TXN0015910,USR01287,USR01468,User,451.25,2024-07-31 01:23:44,2024-07-31,1,Wednesday,0,1,173035.52,P2P,PhonePe,iOS,Success,Tier 2,Verified,31,1132.49,0.409,0,0,0,0.0,0.6015,0,0,60557.08,0.62
TXN0017787,USR00730,MRC0090,Merchant,149.71,2024-07-31 01:25:08,2024-07-31,1,Wednesday,0,1,269182.55,Bill Payment,Paytm,iOS,Success,Tier 3,Verified,14,315.12,0.149,0,0,0,0.0,0.5249,0,1,18404.27,0.28
TXN0006007,USR01192,MRC0355,Merchant,130.63,2024-07-31 01:57:57,2024-07-31,1,Wednesday,0,1,-53038.73,P2M,GPay,Android,Success,Tier 2,Verified,44,149.21,0.966,0,0,0,0.0,0.1245,0,0,67484.42,0.88
TXN0005821,USR00667,MRC0039,Merchant,5446.6,2024-07-31 02:28:34,2024-07-31,2,Wednesday,0,1,168165.52,P2M,Paytm,Android,Success,Tier 1,Verified,50,1441.45,0.652,0,0,3,0.0,2.7786,0,0,50539.28,1.0
TXN0004227,USR01102,MRC0079,Merchant,569.4,2024-07-31 02:31:48,2024-07-31,2,Wednesday,0,1,189599.65,P2M,Paytm,Android,Success,Tier 1,Verified,65,1805.24,0.547,0,0,1,0.0,0.6846,0,0,52623.93,1.0
TXN0000686,USR01927,MRC0100,Merchant,349.95,2024-07-31 02:47:09,2024-07-31,2,Wednesday,0,1,,P2M,GPay,Android,Success,Tier 3,Verified,16,272.98,0.498,0,0,3,0.0,0.282,0,0,6828.75,0.32
TXN0016730,USR01158,MRC0298,Merchant,317.61,2024-07-31 03:25:21,2024-07-31,3,Wednesday,0,1,-52417.62,Bill Payment,WhatsApp Pay,Android,Success,Tier 2,Verified,25,235.2,0.867,0,0,0,3.0,0.3504,0,1,64944.76,0.5
TXN0006394,USR01649,MRC0109,Merchant,707.39,2024-07-31 04:01:50,2024-07-31,4,Wednesday,0,1,10286.18,Bill Payment,Amazon Pay,Web,Success,Tier 1,Not Verified,35,1533.13,0.998,0,1,0,0.0,0.5386,0,1,13197.72,0.7
TXN0012660,USR01822,MRC0336,Merchant,620.23,2024-07-31 04:13:38,2024-07-31,4,Wednesday,0,1,-166298.65,P2M,GPay,Android,Success,Tier 2,Verified,41,766.53,0.878,0,0,0,0.0,0.1909,0,0,6413.07,0.82
TXN0012739,USR01595,MRC0137,Merchant,232.43,2024-07-31 04:32:18,2024-07-31,4,Wednesday,0,1,81791.55,Bill Payment,GPay,Android,Success,Tier 3,Verified,21,326.17,0.727,0,0,0,0.0,0.2874,0,1,9729.01,0.42
TXN0006587,USR00221,USR00588,User,152.53,2024-07-31 04:35:21,2024-07-31,4,Wednesday,0,1,236295.55,P2P,BHIM,iOS,Success,Tier 3,Verified,11,250.83,0.348,1,0,0,0.0,0.3919,0,0,46060.27,0.22
TXN0013611,USR01034,MRC0054,Merchant,381.05,2024-07-31 04:53:18,2024-07-31,4,Wednesday,0,1,-199488.58,P2M,Amazon Pay,Android,Success,Tier 1,Verified,59,603.37,0.481,0,0,0,1.0,0.3685,0,0,4692.85,1.0
TXN0007203,USR00239,USR00906,User,2561.34,2024-07-31 05:01:37,2024-07-31,5,Wednesday,0,1,190878.02,P2P,PhonePe,Android,Success,Tier 1,Verified,53,1866.71,0.186,0,0,1,0.0,0.3721,0,0,41427.87,1.0
TXN0017724,USR00774,MRC0145,Merchant,1260.99,2024-07-31 05:07:08,2024-07-31,5,Wednesday,0,1,-113005.03,EMI,BHIM,Android,Success,Tier 1,Verified,44,934.57,0.867,0,0,2,0.0,0.3493,0,1,39006.42,0.88
TXN0016913,USR00643,MRC0173,Merchant,935.77,2024-07-31 05:17:03,2024-07-31,5,Wednesday,0,1,-33305.97,P2M,PhonePe,Android,Success,Tier 1,Not Verified,43,1088.44,0.984,0,0,1,1.0,0.1403,0,0,29252.91,0.86
TXN0006174,USR01865,USR01214,User,230.45,2024-07-31 06:59:37,2024-07-31,6,Wednesday,0,0,-68722.03,P2P,PhonePe,Android,Success,Tier 2,Verified,32,323.52,0.775,0,0,0,0.0,0.2877,0,0,18891.01,0.64
TXN0003292,USR01187,MRC0387,Merchant,528.37,2024-07-31 07:16:25,2024-07-31,7,Wednesday,0,0,32920.78,P2M,GPay,Android,Success,Tier 2,Verified,27,873.19,0.761,0,0,0,1.0,0.3949,0,0,57246.46,0.54
TXN0012331,USR00070,MRC0147,Merchant,2760.71,2024-07-31 08:02:09,2024-07-31,8,Wednesday,0,0,-105190.93,EMI,Amazon Pay,iOS,Success,Tier 1,Verified,46,1157.36,0.979,0,0,0,0.0,1.3854,0,1,34201.6,0.92
TXN0001404,USR00558,MRC0262,Merchant,1145.93,2024-07-31 08:23:58,2024-07-31,8,Wednesday,0,0,,P2M,Amazon Pay,iOS,Success,Tier 1,Not Verified,44,471.47,0.458,0,0,0,0.0,1.4305,0,0,41662.78,0.88
TXN0008352,USR01871,MRC0155,Merchant,2545.7,2024-07-31 08:49:52,2024-07-31,8,Wednesday,0,0,-72113.42,Subscription,GPay,Android,Success,Tier 1,Verified,40,1346.07,0.936,0,0,0,1.0,0.8912,0,1,48309.41,0.8
TXN0014305,USR01978,MRC0017,Merchant,1063.53,2024-07-31 10:16:09,2024-07-31,10,Wednesday,0,0,218141.9,P2M,PhonePe,Android,Success,Tier 2,Verified,27,1332.09,0.434,0,0,0,0.0,0.2016,0,0,78398.39,0.54
TXN0009065,USR01364,MRC0267,Merchant,1105.01,2024-07-31 10:58:51,2024-07-31,10,Wednesday,0,0,250878.95,Recharge,WhatsApp Pay,Android,Success,Tier 2,Verified,29,849.87,0.548,1,1,0,0.0,0.3002,0,0,49155.21,0.58
TXN0010189,USR01184,MRC0102,Merchant,306.17,2024-07-31 11:23:05,2024-07-31,11,Wednesday,0,0,-147097.57,EMI,Paytm,Android,Success,Tier 3,Verified,17,185.71,0.575,0,0,0,0.0,0.6486,0,1,71469.47,0.34
TXN0008018,USR00181,MRC0090,Merchant,238.24,2024-07-31 12:03:08,2024-07-31,12,Wednesday,0,0,-31071.53,P2M,PhonePe,iOS,Success,Tier 3,Verified,23,202.7,0.133,0,0,0,0.0,0.1753,0,0,54368.56,0.46
TXN0006773,USR00537,MRC0317,Merchant,257.99,2024-07-31 12:30:18,2024-07-31,12,Wednesday,0,0,-49902.6,Bill Payment,GPay,Android,Success,Tier 3,Not Verified,23,429.35,0.555,1,1,1,0.0,0.3991,0,1,35695.03,0.46
TXN0012931,USR00665,MRC0375,Merchant,285.71,2024-07-31 13:32:55,2024-07-31,13,Wednesday,0,0,232523.43,P2M,BHIM,iOS,Success,Tier 3,Verified,18,284.29,0.387,0,0,0,0.0,0.005,0,0,9605.02,0.36
TXN0012085,USR01918,MRC0195,Merchant,171.3,2024-07-31 13:51:31,2024-07-31,13,Wednesday,0,0,-20630.72,Bill Payment,PhonePe,Android,Success,Tier 2,Verified,33,525.72,0.135,0,0,0,1.0,0.6742,0,1,2651.46,0.66
TXN0013631,USR01546,MRC0020,Merchant,633.03,2024-07-31 14:15:29,2024-07-31,14,Wednesday,0,0,115760.33,Bill Payment,PhonePe,iOS,Success,Tier 3,Verified,24,364.31,0.841,0,0,4,0.0,0.7376,0,1,53771.57,0.48
TXN0010664,USR00977,MRC0324,Merchant,3108.34,2024-07-31 15:01:03,2024-07-31,15,Wednesday,0,0,-207034.37,P2M,BHIM,Android,Success,Tier 2,Verified,33,789.23,0.794,0,0,0,0.0,2.9384,0,0,53520.13,0.66
TXN0013952,USR00944,USR01266,User,242.98,2024-07-31 15:36:19,2024-07-31,15,Wednesday,0,0,245458.9,P2P,PhonePe,iOS,Pending,Tier 3,Verified,22,317.09,0.916,0,0,0,0.0,0.2337,0,0,639.42,0.44
TXN0017076,USR00342,MRC0210,Merchant,123.15,2024-07-31 16:13:44,2024-07-31,16,Wednesday,0,0,-40901.62,P2M,PhonePe,Android,Success,Tier 3,Verified,27,651.93,0.595,0,0,0,0.0,0.8111,0,0,8706.38,0.54
TXN0013461,USR00346,MRC0099,Merchant,1669.21,2024-07-31 16:19:49,2024-07-31,16,Wednesday,0,0,-81439.82,P2M,PhonePe,Android,Success,Tier 1,Verified,56,505.2,0.596,0,0,0,0.0,2.3041,0,0,74475.79,1.0
TXN0016214,USR00217,MRC0202,Merchant,188.82,2024-07-31 16:33:55,2024-07-31,16,Wednesday,0,0,18456.5,Subscription,GPay,Android,Success,Tier 1,Verified,51,1205.53,0.239,0,0,1,0.0,0.8434,0,1,37327.7,1.0
TXN0001241,USR01544,MRC0194,Merchant,279.75,2024-07-31 16:46:57,2024-07-31,16,Wednesday,0,0,-208672.32,EMI,GPay,iOS,Success,Tier 1,Verified,59,281.31,0.7,0,0,0,1.0,0.0055,0,1,20595.84,1.0
TXN0002652,USR01138,MRC0013,Merchant,518.57,2024-07-31 17:10:28,2024-07-31,17,Wednesday,0,0,126928.38,Recharge,PhonePe,iOS,Success,Tier 1,Verified,31,488.79,0.928,0,0,0,1.0,0.0609,0,0,15763.09,0.62
TXN0000849,USR00250,MRC0006,Merchant,1054.63,2024-07-31 17:18:59,2024-07-31,17,Wednesday,0,0,,Subscription,Paytm,Android,Success,Tier 2,Verified,40,360.67,0.883,0,0,0,1.0,1.9241,0,1,73422.9,0.8
TXN0013280,USR00356,MRC0106,Merchant,349.63,2024-07-31 17:50:26,2024-07-31,17,Wednesday,0,0,110709.18,Bill Payment,Paytm,iOS,Success,Tier 2,Verified,27,286.35,0.607,0,0,0,,0.221,0,1,39082.9,0.54
TXN0008578,USR01103,MRC0051,Merchant,308.71,2024-07-31 18:37:15,2024-07-31,18,Wednesday,0,0,263044.92,P2M,Paytm,iOS,Success,Tier 3,Verified,15,230.78,0.895,0,0,2,0.0,0.3377,0,0,59015.45,0.3
TXN0000461,USR00361,USR00591,User,58.31,2024-07-31 19:09:26,2024-07-31,19,Wednesday,0,0,,P2P,WhatsApp Pay,Android,Success,Tier 3,Verified,5,176.76,0.284,0,0,0,,0.6701,0,0,48409.43,0.1
TXN0000887,USR00397,MRC0302,Merchant,489.98,2024-07-31 19:17:54,2024-07-31,19,Wednesday,0,0,-140659.05,Bill Payment,BHIM,Android,Success,Tier 1,Verified,31,718.61,0.767,0,0,0,0.0,0.3182,0,1,16020.94,0.62
TXN0018435,USR00407,MRC0373,Merchant,868.59,2024-07-31 19:35:32,2024-07-31,19,Wednesday,0,0,-30185.7,Recharge,PhonePe,iOS,Success,Tier 2,Verified,40,955.31,0.521,0,0,2,,0.0908,0,0,8920.66,0.8
TXN0011569,USR00995,USR00690,User,296.05,2024-07-31 19:46:25,2024-07-31,19,Wednesday,0,0,18822.2,P2P,GPay,iOS,Success,Tier 1,Verified,59,963.83,0.548,0,0,0,0.0,0.6928,0,0,45346.89,1.0
TXN0017828,USR01092,MRC0036,Merchant,398.06,2024-07-31 19:55:37,2024-07-31,19,Wednesday,0,0,229244.43,Bill Payment,Amazon Pay,Android,Success,Tier 2,Verified,36,154.04,0.854,0,0,0,2.0,1.5841,0,1,54845.46,0.72
TXN0015169,USR01770,MRC0307,Merchant,1046.19,2024-07-31 20:15:05,2024-07-31,20,Wednesday,0,0,130507.53,P2M,BHIM,Android,Success,Tier 3,Verified,15,823.99,0.311,0,1,1,0.0,0.2697,0,0,37729.21,0.3
TXN0004779,USR00852,USR01716,User,1774.23,2024-07-31 20:16:56,2024-07-31,20,Wednesday,0,0,-194637.05,P2P,Paytm,iOS,Success,Tier 2,Not Verified,30,1364.27,0.865,1,0,0,0.0,0.3005,0,0,71446.85,0.6
TXN0017666,USR01903,MRC0226,Merchant,1834.03,2024-07-31 20:23:15,2024-07-31,20,Wednesday,0,0,-57558.75,Subscription,PhonePe,iOS,Success,Tier 3,Not Verified,28,404.76,0.898,0,0,2,0.0,3.5312,0,1,44886.05,0.56
TXN0012941,USR00878,MRC0096,Merchant,1415.07,2024-07-31 20:39:54,2024-07-31,20,Wednesday,0,0,174998.67,P2M,GPay,Android,Failed,Tier 2,Verified,46,524.21,0.554,0,0,0,0.0,1.6994,0,0,41171.48,0.92
TXN0000858,USR00881,MRC0215,Merchant,160.35,2024-07-31 21:55:06,2024-07-31,21,Wednesday,0,0,-89575.82,P2M,PhonePe,Android,Success,Tier 3,Verified,26,257.44,0.907,0,0,0,1.0,0.3771,0,0,32717.88,0.52
TXN0016196,USR01913,MRC0154,Merchant,164.75,2024-07-31 22:28:06,2024-07-31,22,Wednesday,0,1,114423.75,P2M,Paytm,Web,Success,Tier 1,Verified,63,605.6,0.558,0,1,2,0.0,0.728,0,0,3651.75,1.0
TXN0012389,USR00486,MRC0302,Merchant,370.65,2024-07-31 22:44:59,2024-07-31,22,Wednesday,0,1,81763.0,P2M,GPay,Android,Success,Tier 2,Verified,11,1463.59,0.346,0,0,2,0.0,0.7468,0,0,28493.41,0.22
TXN0007459,USR00530,USR01126,User,274.3,2024-07-31 22:45:34,2024-07-31,22,Wednesday,0,1,-88676.65,P2P,PhonePe,Android,Success,Tier 2,Verified,18,555.28,0.832,0,0,0,0.0,0.506,1,0,77777.75,0.36
TXN0011940,USR01931,MRC0188,Merchant,1194.14,2024-07-31 22:48:20,2024-07-31,22,Wednesday,0,1,-6597.25,Bill Payment,PhonePe,Android,Success,Tier 1,Verified,36,1198.3,0.949,0,0,0,0.0,0.0035,0,1,40503.41,0.72
TXN0019775,USR01306,USR01460,User,616.49,2024-07-31 22:57:40,2024-07-31,22,Wednesday,0,1,135151.03,P2P,GPay,Android,Success,Tier 2,Verified,20,748.6,0.541,0,0,1,0.0,0.1765,0,0,69664.33,0.4
TXN0013808,USR01724,MRC0173,Merchant,505.22,2024-07-31 23:15:14,2024-07-31,23,Wednesday,0,1,-60608.12,EMI,WhatsApp Pay,Android,Success,Tier 1,Verified,31,368.72,0.896,0,0,0,0.0,0.3702,0,1,36794.31,0.62
TXN0011308,USR00322,MRC0395,Merchant,249.39,2024-07-31 23:16:13,2024-07-31,23,Wednesday,0,1,243513.65,P2M,PhonePe,Android,Success,Tier 3,Verified,17,405.53,0.834,0,0,1,0.0,0.385,0,0,6092.71,0.34
TXN0007037,USR00779,MRC0148,Merchant,353.92,2024-07-31 23:27:38,2024-07-31,23,Wednesday,0,1,-215370.38,P2M,Paytm,Android,Success,Tier 2,Verified,36,368.79,0.601,0,0,0,0.0,0.0403,0,0,54003.42,0.72
TXN0003105,USR01485,MRC0071,Merchant,624.69,2024-08-01 00:22:15,2024-08-01,0,Thursday,0,1,,Recharge,GPay,Android,Success,Tier 1,Verified,50,980.62,0.517,0,1,1,0.0,0.363,0,0,1365.13,1.0
TXN0019905,USR01853,MRC0352,Merchant,90.63,2024-08-01 00:33:56,2024-08-01,0,Thursday,0,1,-37838.2,Subscription,PhonePe,iOS,Success,Tier 2,Verified,35,116.06,0.894,0,0,0,0.0,0.2191,0,1,18940.89,0.7
TXN0008282,USR00685,MRC0330,Merchant,55.02,2024-08-01 00:53:54,2024-08-01,0,Thursday,0,1,24343.85,P2M,GPay,Android,Success,Tier 3,Verified,13,219.42,0.84,0,0,0,0.0,0.7492,0,0,6562.19,0.26
TXN0000564,USR00211,MRC0349,Merchant,1481.51,2024-08-01 01:01:29,2024-08-01,1,Thursday,0,1,-44726.77,P2M,Paytm,Android,Success,Tier 1,Verified,30,554.72,0.675,0,0,1,0.0,1.6707,0,0,20888.29,0.6
TXN0001532,USR00739,USR01480,User,1702.42,2024-08-01 01:39:35,2024-08-01,1,Thursday,0,1,145052.9,P2P,WhatsApp Pay,Android,Success,Tier 1,Not Verified,55,1155.2,0.889,0,0,0,0.0,,0,0,23756.58,1.0
TXN0016814,USR01350,MRC0102,Merchant,671.51,2024-08-01 01:55:55,2024-08-01,1,Thursday,0,1,-8568.45,Bill Payment,GPay,Android,Success,Tier 1,Verified,2,782.93,0.986,1,0,0,0.0,0.1423,0,1,69206.6,0.04
TXN0008887,USR01216,MRC0269,Merchant,6129.5,2024-08-01 02:11:44,2024-08-01,2,Thursday,0,1,53835.48,P2M,PhonePe,iOS,Success,Tier 2,Verified,28,3375.97,0.669,0,0,0,0.0,0.8156,0,0,40156.14,0.56
TXN0001536,USR00849,MRC0319,Merchant,314.27,2024-08-01 02:48:28,2024-08-01,2,Thursday,0,1,,P2M,WhatsApp Pay,Android,Failed,Tier 1,Verified,44,288.4,0.797,0,1,0,0.0,0.0897,0,0,58132.15,0.88
TXN0007696,USR00500,MRC0230,Merchant,180.43,2024-08-01 02:49:30,2024-08-01,2,Thursday,0,1,94069.53,Recharge,PhonePe,Android,Success,Tier 3,Verified,20,349.48,0.442,0,0,0,0.0,0.4837,0,0,74196.08,0.4
TXN0004353,USR01898,MRC0011,Merchant,281.62,2024-08-01 03:07:37,2024-08-01,3,Thursday,0,1,104706.98,EMI,GPay,iOS,Success,Tier 2,Verified,33,638.48,0.389,0,0,0,0.0,0.5589,0,1,10702.15,0.66
TXN0019045,USR01352,USR01197,User,1059.01,2024-08-01 03:50:09,2024-08-01,3,Thursday,0,1,36302.95,P2P,Paytm,Android,Success,Tier 2,Verified,29,2010.73,0.544,0,0,1,0.0,0.4733,0,0,34895.18,0.58
TXN0005532,USR00738,MRC0024,Merchant,129.19,2024-08-01 04:28:17,2024-08-01,4,Thursday,0,1,111865.27,Bill Payment,Amazon Pay,iOS,Failed,Tier 2,Verified,37,230.29,0.578,0,0,0,0.0,0.439,0,1,79786.27,0.74
TXN0013112,USR00962,MRC0281,Merchant,363.27,2024-08-01 04:45:25,2024-08-01,4,Thursday,0,1,-145945.35,EMI,Paytm,iOS,Success,Tier 2,Not Verified,30,279.26,0.593,0,0,0,0.0,0.3008,0,1,47151.13,0.6
TXN0007121,USR01612,MRC0349,Merchant,594.39,2024-08-01 04:47:16,2024-08-01,4,Thursday,0,1,-142668.17,Recharge,PhonePe,Android,Success,Tier 2,Verified,4,674.78,0.927,0,0,0,0.0,0.1191,0,0,60682.13,0.08
TXN0019464,USR00341,MRC0051,Merchant,876.39,2024-08-01 05:06:22,2024-08-01,5,Thursday,0,1,-126800.25,P2M,GPay,iOS,Success,Tier 1,Not Verified,22,1749.53,0.971,0,0,1,0.0,,0,0,25354.59,0.44
TXN0002026,USR01792,USR00656,User,443.91,2024-08-01 05:15:39,2024-08-01,5,Thursday,0,1,-25395.83,P2P,PhonePe,Web,Success,Tier 2,Verified,30,304.15,0.79,0,0,0,0.0,0.4595,0,0,48783.52,0.6
TXN0008737,USR01668,USR01147,User,1615.29,2024-08-01 05:58:13,2024-08-01,5,Thursday,0,1,-214005.95,P2P,WhatsApp Pay,iOS,Success,Tier 2,Verified,28,1134.79,0.644,1,0,0,2.0,0.4234,0,0,30882.01,0.56
TXN0019884,USR01044,MRC0228,Merchant,163.58,2024-08-01 06:04:58,2024-08-01,6,Thursday,0,0,87383.07,Bill Payment,PhonePe,Android,Success,Tier 2,Verified,27,419.42,0.689,0,0,0,0.0,0.61,0,1,2188.1,0.54
TXN0016014,USR00065,USR00735,User,476.42,2024-08-01 07:22:08,2024-08-01,7,Thursday,0,0,-31812.3,P2P,PhonePe,iOS,Success,Tier 2,Verified,12,646.33,0.485,0,0,0,,0.2629,0,0,28934.35,0.24
TXN0015221,USR00037,MRC0197,Merchant,193.48,2024-08-01 07:22:22,2024-08-01,7,Thursday,0,0,48574.43,P2M,Paytm,Web,Success,Tier 3,Verified,18,185.49,0.702,0,0,0,2.0,0.0431,0,0,62888.05,0.36
TXN0006406,USR01935,MRC0294,Merchant,916.45,2024-08-01 07:36:26,2024-08-01,7,Thursday,0,0,176159.07,Recharge,GPay,iOS,Success,Tier 2,Verified,24,1000.38,0.44,0,0,0,0.0,0.0839,0,0,17906.04,0.48
TXN0009929,USR01533,USR01559,User,166.98,2024-08-01 07:37:25,2024-08-01,7,Thursday,0,0,-178140.9,P2P,BHIM,Android,Failed,Tier 3,Verified,12,308.01,0.91,0,0,1,0.0,0.4579,0,0,78770.5,0.24
TXN0016091,USR01961,USR00260,User,940.73,2024-08-01 07:44:03,2024-08-01,7,Thursday,0,0,-3196.3,P2P,GPay,Android,Success,Tier 2,Verified,30,1028.83,0.425,0,0,2,0.0,0.0856,0,0,4279.9,0.6
TXN0006498,USR01447,MRC0225,Merchant,2229.2,2024-08-01 07:44:33,2024-08-01,7,Thursday,0,0,-155439.0,Bill Payment,Paytm,Android,Success,Tier 2,Verified,40,437.9,0.829,0,0,4,0.0,4.0907,0,1,24438.59,0.8
TXN0017885,USR00448,MRC0213,Merchant,390.84,2024-08-01 07:55:12,2024-08-01,7,Thursday,0,0,-211236.75,Bill Payment,GPay,Web,Failed,Tier 2,Verified,37,248.22,0.397,1,0,0,0.0,0.5746,0,1,24883.24,0.74
TXN0007202,USR00286,MRC0125,Merchant,793.81,2024-08-01 08:10:34,2024-08-01,8,Thursday,0,0,32638.83,Bill Payment,PhonePe,iOS,Success,Tier 2,Verified,33,512.51,0.738,0,0,0,0.0,0.5489,0,1,23994.8,0.66
TXN0007732,USR01170,MRC0161,Merchant,280.32,2024-08-01 08:40:28,2024-08-01,8,Thursday,0,0,-59430.05,P2M,GPay,iOS,Success,Tier 3,Verified,25,235.25,0.134,1,0,1,0.0,0.1916,0,0,77040.83,0.5
TXN0016556,USR01899,MRC0208,Merchant,1425.56,2024-08-01 08:51:57,2024-08-01,8,Thursday,0,0,33998.8,P2M,Amazon Pay,Android,Success,Tier 2,Verified,30,2085.3,0.327,0,0,1,0.0,0.3164,0,0,6335.22,0.6
TXN0019873,USR01848,MRC0270,Merchant,232.66,2024-08-01 09:12:50,2024-08-01,9,Thursday,0,0,62376.53,Recharge,PhonePe,iOS,Success,Tier 2,Verified,43,365.41,0.188,0,0,0,0.0,0.3633,0,0,26222.47,0.86
TXN0000805,USR01427,MRC0317,Merchant,1702.65,2024-08-01 10:11:49,2024-08-01,10,Thursday,0,0,-13766.67,Subscription,Paytm,iOS,Success,Tier 2,Verified,40,1825.97,0.812,0,0,0,0.0,0.0675,0,1,7678.52,0.8
TXN0001077,USR00228,MRC0377,Merchant,79.32,2024-08-01 10:12:10,2024-08-01,10,Thursday,0,0,,Bill Payment,PhonePe,Web,Success,Tier 3,Verified,23,127.18,0.114,1,0,0,0.0,0.3763,0,1,59737.52,0.46
TXN0018715,USR00644,MRC0358,Merchant,332.42,2024-08-01 10:12:28,2024-08-01,10,Thursday,0,0,-107562.25,Recharge,GPay,Android,Failed,Tier 2,Verified,26,611.19,0.633,0,0,0,0.0,0.4561,0,0,47263.86,0.52
TXN0011933,USR01376,MRC0321,Merchant,668.61,2024-08-01 10:44:14,2024-08-01,10,Thursday,0,0,-171065.9,P2M,PhonePe,Android,Success,Tier 3,Verified,15,607.46,0.356,0,0,0,0.0,0.1007,0,0,56885.59,0.3
TXN0007348,USR01625,MRC0286,Merchant,628.16,2024-08-01 11:44:30,2024-08-01,11,Thursday,0,0,19457.55,P2M,Paytm,Android,Success,Tier 1,Verified,38,739.87,0.816,0,0,1,0.0,0.151,0,0,45678.59,0.76
TXN0006440,USR00525,MRC0056,Merchant,1249.08,2024-08-01 11:48:35,2024-08-01,11,Thursday,0,0,-40909.23,Bill Payment,Paytm,Android,Success,Tier 1,Verified,40,809.42,0.653,0,0,0,0.0,0.5432,0,1,28787.81,0.8
TXN0015909,USR01804,MRC0150,Merchant,1086.62,2024-08-01 11:52:08,2024-08-01,11,Thursday,0,0,-62729.65,P2M,Amazon Pay,Android,Success,Tier 1,Verified,50,889.06,0.736,0,0,0,0.0,0.2222,0,0,21008.55,1.0
TXN0009739,USR01724,MRC0049,Merchant,171.09,2024-08-01 12:22:04,2024-08-01,12,Thursday,0,0,-47699.13,Subscription,GPay,Android,Failed,Tier 1,Verified,31,368.72,0.896,0,0,0,2.0,0.536,0,1,66608.25,0.62
TXN0011633,USR00917,MRC0322,Merchant,2351.01,2024-08-01 12:57:59,2024-08-01,12,Thursday,0,0,287220.95,Bill Payment,Amazon Pay,iOS,Success,Tier 1,Verified,47,1346.37,0.715,0,0,2,1.0,0.7462,0,1,71492.27,0.94
TXN0017170,USR01343,MRC0216,Merchant,226.06,2024-08-01 13:11:25,2024-08-01,13,Thursday,0,0,-16645.25,P2M,GPay,iOS,Success,Tier 2,Verified,22,593.93,0.416,0,0,0,1.0,0.6194,0,0,69594.58,0.44
TXN0003851,USR01363,USR01382,User,145.97,2024-08-01 13:39:18,2024-08-01,13,Thursday,0,0,,P2P,PhonePe,Android,Success,Tier 3,Verified,9,184.09,0.666,0,0,0,3.0,0.2071,0,0,40176.45,0.18
TXN0014351,USR00502,MRC0225,Merchant,1264.56,2024-08-01 13:50:51,2024-08-01,13,Thursday,0,0,100909.48,Recharge,Paytm,Android,Success,Tier 2,Not Verified,43,746.28,0.643,0,0,0,0.0,0.6945,0,0,34751.89,0.86
